iter	Logloss
236	0.2603758641
237	0.2601180786
238	0.2597464438
239	0.2593296225
240	0.258929804
241	0.2587572528
242	0.2585761047
243	0.2585040468
244	0.2581319335
245	0.2578753908
246	0.2576347314
247	0.2573742458
248	0.2570535209
249	0.2566385421
250	0.2564022932
251	0.2561661589
252	0.2559778238
253	0.2555472355
254	0.2552606918
255	0.2551396574
256	0.254704811
257	0.2545166742
258	0.2541119427
259	0.2537650956
260	0.2535132378
261	0.2532963045
262	0.2530105793
263	0.2527919988
264	0.252724307
265	0.2525756937
266	0.2523806726
267	0.2518293199
268	0.2515781022
269	0.2511963054
270	0.2509099739
271	0.2504778216
272	0.2502166326
273	0.2496593563
274	0.2494493566
275	0.2492370506
276	0.2491033567
277	0.2487177389
278	0.2482084163
279	0.248059369
280	0.247861463
281	0.2475810925
282	0.2473577721
283	0.2471706702
284	0.2469257628
285	0.2467772001
286	0.2465350452
287	0.2461057062
288	0.2459175381
289	0.2457318892
290	0.2455643725
291	0.2454299141
292	0.2451053184
293	0.2449410811
294	0.2447388945
295	0.2443300837
296	0.2439660079
297	0.2437145521
298	0.2434475514
299	0.2433299684
300	0.2430366949
301	0.2427379944
302	0.2426329642
303	0.2424392173
304	0.2422236728
305	0.2417167316
306	0.2415738615
307	0.2413060318
308	0.2411939071
309	0.2410027865
310	0.2408810759
311	0.2406971107
312	0.2406308335
313	0.2404107542
314	0.2402975748
315	0.2400542023
316	0.2398364905
317	0.2396870988
318	0.2393206273
319	0.2391149822
320	0.2389590867
321	0.2388137918
322	0.2384888282
323	0.2381734047
324	0.2380305838
325	0.2378222807
326	0.2377010196
327	0.2373888532
328	0.2372954508
329	0.2370741821
330	0.2367517004
331	0.2366045947
332	0.2361873957
333	0.2359651203
334	0.2356008222
335	0.2352950185
336	0.2349586786
337	0.2346380849
338	0.2341794682
339	0.2339038038
340	0.2337152221
341	0.2334693298
342	0.2331837189
343	0.2328816735
344	0.2327555872
345	0.2327164926
346	0.2325061218
347	0.231968263
348	0.2316903857
349	0.2314001072
350	0.2312212054
351	0.2307083441
352	0.2305573743
353	0.2302939617
354	0.2298912318
355	0.2296310436
356	0.2295458406
357	0.2291728954
358	0.2290714527
359	0.2288425576
360	0.2283726176
361	0.228255654
362	0.2278140014
363	0.2272903655
364	0.2268783868
365	0.2267553622
366	0.2266257497
367	0.2262099124
368	0.225877548
369	0.2256145381
370	0.2252248579
371	0.2245673185
372	0.2241539319
373	0.2239392795
374	0.2235856315
375	0.2233219848
376	0.2231257276
377	0.2227588436
378	0.2223494205
379	0.2220514765
380	0.2217580746
381	0.221612917
382	0.2214307605
383	0.2211187462
384	0.2207914849
385	0.2206297898
386	0.2203574146
387	0.2201766007
388	0.2199304475
389	0.2197544997
390	0.2196035537
391	0.2194820196
392	0.219066126
393	0.2187609735
394	0.2186663026
395	0.2182815675
396	0.2182084601
397	0.217973488
398	0.2177020761
399	0.2176311558
400	0.2175192039
401	0.2172232841
402	0.2171556313
403	0.2169100713
404	0.2167402514
405	0.2166759851
406	0.2163762684
407	0.2160093948
408	0.2159175579
409	0.2156317929
410	0.2154626862
411	0.2151866217
412	0.215037248
413	0.214977058
414	0.214703986
415	0.2145896371
416	0.2143409991
417	0.214113079
418	0.2138324332
419	0.2136349532
420	0.2134282398
421	0.2132059559
422	0.2128564324
423	0.2127419959
424	0.2125855164
425	0.2122587189
426	0.2120394423
427	0.2118844702
428	0.2117249785
429	0.2116594986
430	0.2113661655
431	0.2111150526
432	0.2108860822
433	0.2103556083
434	0.2100044935
435	0.2097714909
436	0.2096531647
437	0.2095020539
438	0.209241771
439	0.2090051231
440	0.2089263054
441	0.2086907238
442	0.2086200538
443	0.2083039308
444	0.2081227367
445	0.2079948384
446	0.2077340828
447	0.2073799074
448	0.2069874202
449	0.2067989874
450	0.2065955597
451	0.2063313131
452	0.2061445509
453	0.206042731
454	0.2059817805
455	0.2057356951
456	0.2054988624
457	0.2051862835
458	0.2051284288
459	0.2050721434
460	0.2047776858
461	0.2045142374
462	0.2044630154
463	0.2043693801
464	0.2041174832
465	0.2040317227
466	0.2037232743
467	0.203621343
468	0.2032693598
469	0.2030539083
470	0.2029125277
471	0.2027770438
472	0.2027078091
473	0.2024817924
474	0.2019802358
475	0.2017229092
476	0.2015387484
477	0.2012132593
478	0.2010395669
479	0.2007892361
480	0.2004954255
481	0.2003245764
482	0.200030527
483	0.1998079557
484	0.1995479249
485	0.1994127566
486	0.1993695187
487	0.1990735901
488	0.1990009226
489	0.1987551531
490	0.1986550914
491	0.1984364829
492	0.1984198375
493	0.1983712695
494	0.1983297819
495	0.1980363995
496	0.1979189002
497	0.197707429
498	0.1976493279
499	0.1974885341
500	0.1973469948
501	0.1971915038
502	0.1968361574
503	0.1966484891
504	0.1965530731
505	0.196361187
506	0.1960662351
507	0.1958438453
508	0.1956495785
509	0.1956342089
510	0.1954878206
511	0.1953151142
512	0.19516304
513	0.1948870391
514	0.1946855784
515	0.1946040628
516	0.1945573277
517	0.1942794968
518	0.19400509
519	0.1938583926
520	0.1935747838
521	0.1935625062
522	0.1934686033
523	0.1933012132
524	0.1930683193
525	0.1929505148
526	0.1927171266
527	0.1923966766
528	0.192325774
529	0.1921436459
530	0.1920995301
531	0.1917232459
532	0.1914562486
533	0.1913482371
534	0.1909089118
535	0.1907950479
536	0.190738261
537	0.1904756719
538	0.1901934686
539	0.1900058299
540	0.1899485991
541	0.1897469307
542	0.1894775997
543	0.189251869
544	0.1891480079
545	0.1890601472
546	0.1888060588
547	0.1886348489
548	0.1883920551
549	0.1883520423
550	0.1881517339
551	0.1880671084
552	0.1879766215
553	0.1878389219
554	0.1876480634
555	0.1873866039
556	0.1871665604
557	0.1871120575
558	0.1869575591
559	0.186787473
560	0.1865244424
561	0.1863078664
562	0.1860362456
563	0.1859051946
564	0.1855972563
565	0.1854278805
566	0.1852300847
567	0.1850455218
568	0.1847801136
569	0.184747438
570	0.1845216261
571	0.184253464
572	0.1841077055
573	0.1839979558
574	0.1839864839
575	0.1838837638
576	0.1835899722
577	0.1833684878
578	0.1833047957
579	0.183016755
580	0.1828893727
581	0.1826836816
582	0.1824799248
583	0.1822144549
584	0.1819232916
585	0.181740112
586	0.1815215115
587	0.1814744216
588	0.1812874586
589	0.1811719435
590	0.181096673
591	0.1809584025
592	0.1807316978
593	0.1805380472
594	0.1805314319
595	0.180500111
596	0.1804485046
597	0.1803029908
598	0.1801620045
599	0.1801533299
600	0.180142338
601	0.1800929936
602	0.1799307294
603	0.179837245
604	0.1795397325
605	0.1793496574
606	0.1792686821
607	0.179097193
608	0.1788802753
609	0.1788329057
610	0.1787470459
611	0.1785450407
612	0.1783154868
613	0.1781065328
614	0.1779869778
615	0.1778534727
616	0.1777595255
617	0.1776847776
618	0.1775705992
619	0.1775191863
620	0.1772686512
621	0.1772438091
622	0.1771928595
623	0.1770681312
624	0.1768813864
625	0.176784583
626	0.176714372
627	0.1764471827
628	0.1763331498
629	0.1762420291
630	0.176030358
631	0.1757448196
632	0.1756761868
633	0.1755236741
634	0.1754275659
635	0.1752921934
636	0.1751289995
637	0.1750273537
638	0.1747685751
639	0.1746176891
640	0.1744579485
641	0.1743886946
642	0.17409726
643	0.1740092352
644	0.17380963
645	0.1737170504
646	0.173443352
647	0.1731809267
648	0.1730382207
649	0.1730307268
650	0.1727928654
651	0.1725693206
652	0.1722177545
653	0.1720604486
654	0.1718838358
655	0.171857081
656	0.171824883
657	0.1718178065
658	0.1718108277
659	0.1716760737
660	0.1714364607
661	0.1712627211
662	0.1710771041
663	0.1710515909
664	0.1708863009
665	0.1708319698
666	0.1708253676
667	0.1707688431
668	0.1707017083
669	0.1706772937
670	0.1706502765
671	0.1705805171
672	0.1704065461
673	0.1700863079
674	0.169960153
675	0.1699068506
676	0.1698450736
677	0.1696946826
678	0.1696259579
679	0.1696192243
680	0.1694549618
681	0.1694235161
682	0.1694168388
683	0.1694105518
684	0.169342727
685	0.169071858
686	0.168930217
687	0.1689240854
688	0.1686690236
689	0.1686046292
690	0.1685987127
691	0.1683769119
692	0.16829655
693	0.1682175635
694	0.1680507475
695	0.1677493771
696	0.1675039109
697	0.1674396678
698	0.1673650636
699	0.1673592487
700	0.1673317122
701	0.1671105398
702	0.1669306317
703	0.1666869927
704	0.1665119927
705	0.1664912132
706	0.1662649435
707	0.1661572214
708	0.1660957498
709	0.1660326634
710	0.1657042728
711	0.1655375893
712	0.1653754012
713	0.165312742
714	0.1651197228
715	0.1649177006
716	0.16477043
717	0.164550579
718	0.1644450643
719	0.1643864653
720	0.1641015066
721	0.164095976
722	0.1639338521
723	0.1638701081
724	0.163712978
725	0.1635611503
726	0.1635393972
727	0.163513364
728	0.1633793163
729	0.1631766779
730	0.163075823
731	0.1630703382
732	0.1629622777
733	0.1629537925
734	0.1629285864
735	0.1627519408
736	0.1627306466
737	0.1626900717
738	0.1625989994
739	0.1625939343
740	0.1622937474
741	0.1621476561
742	0.1620560973
743	0.161918606
744	0.1617874406
745	0.1616909135
746	0.1616541163
747	0.1615243459
748	0.1613351074
749	0.1611354234
750	0.1610638093
751	0.1609390349
752	0.1608763127
753	0.1605550625
754	0.160321412
755	0.160226681
756	0.1601816326
757	0.1601352137
758	0.1600462404
759	0.1598850289
760	0.1596846486
761	0.1595782477
762	0.1594573663
763	0.1594123491
764	0.1593119375
765	0.1591204968
766	0.1590867895
767	0.1588602724
768	0.1587740003
769	0.1587549436
770	0.1586432124
771	0.1586246814
772	0.1584047991
773	0.1583078176
774	0.1582708789
775	0.1582350945
776	0.1581795741
777	0.1580278999
778	0.1579975275
779	0.1577792372
780	0.1576602647
781	0.1572569601
782	0.1571334577
783	0.1570998044
784	0.1569829888
785	0.1568755207
786	0.1568557601
787	0.1566817682
788	0.15656171
789	0.1564488133
790	0.1563845734
791	0.1562044899
792	0.156049051
793	0.1559470175
794	0.1559433549
795	0.1559017226
796	0.1558799212
797	0.1558637045
798	0.1557580766
799	0.1557531155
800	0.1555559987
801	0.155531494
802	0.1555241284
803	0.1554445097
804	0.1552981248
805	0.1552808379
806	0.1551529349
807	0.1550511227
808	0.1549594704
809	0.1547388916
810	0.1547342415
811	0.1547012142
812	0.154696244
813	0.1546066026
814	0.1545300149
815	0.1544150606
816	0.1542424062
817	0.1541477166
818	0.154097797
819	0.1539084953
820	0.1537788115
821	0.1536368198
822	0.1536228847
823	0.1535075796
824	0.1533362348
825	0.1533318175
826	0.1531691884
827	0.1530075628
828	0.1528407062
829	0.1527094452
830	0.1527052548
831	0.152597623
832	0.1525124714
833	0.1524917751
834	0.1524597246
835	0.1524313805
836	0.1524112297
837	0.1522535956
838	0.1522303394
839	0.1521244761
840	0.1520638661
841	0.1519674029
842	0.1519520475
843	0.1517938533
844	0.1515429007
845	0.1513568398
846	0.1513130491
847	0.1511740865
848	0.1509991433
849	0.1509066139
850	0.1507571157
851	0.1506999741
852	0.1506157057
853	0.1504949525
854	0.1504040091
855	0.1503395591
856	0.1502862145
857	0.150238287
858	0.1502063426
859	0.1501864251
860	0.1501559734
861	0.1500157453
862	0.1497541472
863	0.1495919095
864	0.1495333775
865	0.1493035342
866	0.1492994009
867	0.1491705081
868	0.1491627265
869	0.1491560764
870	0.1490005598
871	0.1489396446
872	0.1489355472
873	0.1489316298
874	0.1488497869
875	0.1485373552
876	0.1484564888
877	0.148428585
878	0.1483723904
879	0.1483385628
880	0.1481810615
881	0.148103309
882	0.1479375282
883	0.1479232552
884	0.1475764884
885	0.1474938434
886	0.1472001545
887	0.1471942634
888	0.1469844403
889	0.1469040069
890	0.1467533474
891	0.1467379467
892	0.1467313871
893	0.1466897678
894	0.1466837545
895	0.1466344917
896	0.1466256323
897	0.1464946539
898	0.1463737404
899	0.1463468869
900	0.1462937171
901	0.1460891165
902	0.1458703006
903	0.1458197323
904	0.1457396809
905	0.1456910015
906	0.1456840869
907	0.1456526015
908	0.1456402741
909	0.1456315262
910	0.1455806304
911	0.145413289
912	0.1452320298
913	0.1451927189
914	0.1450502559
915	0.1449357295
916	0.1447912262
917	0.1446801809
918	0.1446545674
919	0.1446070629
920	0.1445216048
921	0.144512802
922	0.1444069909
923	0.1442085486
924	0.1441773271
925	0.1441741973
926	0.1439593541
927	0.1439534065
928	0.1439466319
929	0.1436189625
930	0.1435762781
931	0.143420792
932	0.1433952917
933	0.1432840994
934	0.1430748384
935	0.1430642596
936	0.1430583674
937	0.142919746
938	0.1427835366
939	0.142557676
940	0.1425077493
941	0.1423762438
942	0.1423107143
943	0.1421413385
944	0.1421233347
945	0.1419744611
946	0.1419708431
947	0.1417058945
948	0.1415408434
949	0.1415129474
950	0.1414277053
951	0.1413345259
952	0.1411543911
953	0.1411487052
954	0.1409909601
955	0.1409677439
956	0.1406434472
957	0.1406379388
958	0.1406284875
959	0.1403555501
960	0.1403497819
961	0.1402321181
962	0.1400628783
963	0.1400374336
964	0.1399082038
965	0.1396764676
966	0.1395120205
967	0.1394692893
968	0.1394596214
969	0.1393773144
970	0.1393069468
971	0.139226996
972	0.1389619226
973	0.1389335937
974	0.1388578072
975	0.1387725548
976	0.138751706
977	0.1387392199
978	0.1386714177
979	0.1385670112
980	0.1385231314
981	0.1385197969
982	0.1384247898
983	0.1383125573
984	0.1382152385
985	0.1381589374
986	0.1379413464
987	0.1378904828
988	0.1378870916
989	0.1378414601
990	0.1376905431
991	0.1374364693
992	0.1372812027
993	0.1372511005
994	0.1372295502
995	0.1370792477
996	0.1369539085
997	0.1366690874
998	0.1365999408
999	0.1365938069
